Start Time:  09-May-17 11:55:53           Time Completed:  09-May-17 12:11:12       Elapsed Time:  00:15:42
Sample ID:     170509, Co-Al A0, 18,5 mg, RT run

Experiment:    C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.exp
Data File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.txt
Plot File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.oc2
VSM Exp File:  C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.stp
VSM Data File: C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.dat

***DATA***

Field(G)	 Moment(emu)	 Temperature(C)	
-6708.75 	-0.627956 	-270.01 	
-6693.76 	-0.627842 	-270.01 	
-6681.88 	-0.627807 	-270.01 	
-6664.07 	-0.627504 	-270 	
-6653.27 	-0.627286 	-270.01 	
-6632.71 	-0.626902 	-270 	
-6621.54 	-0.626909 	-270.01 	
-6609.49 	-0.626647 	-270.01 	
-6593.14 	-0.626554 	-270.01 	
-6578.28 	-0.626284 	-270.01 	
-6559.91 	-0.626141 	-270.01 	
-6542.49 	-0.625806 	-270.01 	
-6531.62 	-0.625716 	-270.01 	
-6514.44 	-0.625502 	-270.01 	
-6503.94 	-0.625234 	-270.01 	
-6485.93 	-0.624945 	-270.01 	
-6466.9 	-0.624908 	-270.01 	
-6455.93 	-0.624596 	-270.01 	
-6437.88 	-0.624324 	-270.01 	
-6420.71 	-0.624284 	-270.01 	
-6412.29 	-0.624031 	-270.01 	
-6391.8 	-0.623727 	-270.01 	
-6375.38 	-0.623568 	-270.01 	
-6365.02 	-0.62338 	-270.01 	
-6351.06 	-0.623186 	-270.01 	
-6331.63 	-0.622849 	-270 	
-6324.57 	-0.622674 	-270 	
-6307.85 	-0.622506 	-270.01 	
-6289.94 	-0.622259 	-270.01 	
-6274.05 	-0.622137 	-270.01 	
-6268.62 	-0.621956 	-270.01 	
-6252.95 	-0.621826 	-270.01 	
-6229.52 	-0.621555 	-270 	
-6212.18 	-0.621127 	-270 	
-6200.57 	-0.620894 	-270.01 	
-6184.74 	-0.620827 	-270.01 	
-6168.02 	-0.620635 	-270.01 	
-6154.53 	-0.620344 	-270.01 	
-6135.94 	-0.62008 	-270.01 	
-6122.17 	-0.61986 	-270.01 	
-6115.1 	-0.619703 	-270.01 	
-6098.32 	-0.619481 	-270.01 	
-6083.52 	-0.619288 	-270 	
-6067.16 	-0.619174 	-270.01 	
-6051.24 	-0.618842 	-270.01 	
-6031.12 	-0.61854 	-270.01 	
-6021.4 	-0.618407 	-270.01 	
-6005.91 	-0.618068 	-270.01 	
-5987.95 	-0.61778 	-270.01 	
-5970.58 	-0.617538 	-270.01 	
-5959.93 	-0.617391 	-270 	
-5949.12 	-0.617247 	-270.01 	
-5927.48 	-0.616897 	-270.01 	
-5914.28 	-0.616702 	-270.01 	
-5903.24 	-0.61652 	-270.01 	
-5881.77 	-0.616284 	-270.01 	
-5868.68 	-0.616063 	-270.01 	
-5852.43 	-0.615631 	-270.01 	
-5836.69 	-0.615558 	-270.01 	
-5822.93 	-0.615312 	-270 	
-5808.63 	-0.615044 	-270.01 	
-5792.95 	-0.614778 	-270.01 	
-5777.48 	-0.61457 	-270.01 	
-5761.54 	-0.614363 	-270.01 	
-5749.26 	-0.614087 	-270 	
-5738.71 	-0.613879 	-270.01 	
-5719.89 	-0.613642 	-270.01 	
-5708.69 	-0.613408 	-270.01 	
-5693.72 	-0.613288 	-270.01 	
-5675.5 	-0.612843 	-270 	
-5657.24 	-0.612631 	-270.01 	
-5641.13 	-0.612346 	-270.01 	
-5627.01 	-0.612172 	-270.01 	
-5611.88 	-0.611881 	-270.01 	
-5601.28 	-0.611753 	-270.01 	
-5580.36 	-0.611497 	-270.01 	
-5572.02 	-0.611086 	-270.01 	
-5555.1 	-0.61092 	-270.01 	
-5543.52 	-0.610812 	-270.01 	
-5528.6 	-0.610383 	-270.01 	
-5512 	-0.610092 	-270.01 	
-5494.66 	-0.609787 	-270.01 	
-5476.65 	-0.609716 	-270.01 	
-5465.59 	-0.609425 	-270.01 	
-5454.28 	-0.609147 	-270.01 	
-5436.08 	-0.608943 	-270.01 	
-5426.58 	-0.608827 	-270.01 	
-5416.43 	-0.608526 	-270.01 	
-5388.35 	-0.608208 	-270.01 	
-5378.33 	-0.60784 	-270.01 	
-5360.11 	-0.607716 	-270.01 	
-5340.15 	-0.607434 	-270.01 	
-5327.14 	-0.607111 	-270.01 	
-5317.12 	-0.606818 	-270.01 	
-5302.31 	-0.606492 	-270 	
-5281.64 	-0.606289 	-270.01 	
-5266.22 	-0.605992 	-270.01 	
-5253.64 	-0.605692 	-270.01 	
-5239.85 	-0.605398 	-270.01 	
-5228.55 	-0.605201 	-270.01 	
-5211.55 	-0.604903 	-270.01 	
-5194.94 	-0.604598 	-270.01 	
-5177.03 	-0.604381 	-270.01 	
-5165.89 	-0.60393 	-270.01 	
-5147.54 	-0.603739 	-270.01 	
-5130.76 	-0.6034 	-270.01 	
-5119.36 	-0.603111 	-270.01 	
-5105.55 	-0.602861 	-270.01 	
-5086.15 	-0.602544 	-270.01 	
-5076.13 	-0.602226 	-270.01 	
-5058.74 	-0.601912 	-270.01 	
-5045.43 	-0.601737 	-270.01 	
-5025.99 	-0.601557 	-270 	
-5015.82 	-0.601049 	-270.01 	
-4997.6 	-0.600836 	-270.01 	
-4985.85 	-0.600481 	-270.01 	
-4973.3 	-0.600242 	-270.01 	
-4950.95 	-0.600005 	-270.01 	
-4940.51 	-0.599684 	-270.01 	
-4926.31 	-0.599349 	-270.01 	
-4907.73 	-0.599071 	-270.01 	
-4899.03 	-0.598708 	-270 	
-4883.45 	-0.598437 	-270.01 	
-4869.26 	-0.598099 	-270.01 	
-4848.3 	-0.597701 	-270.01 	
-4834.38 	-0.597366 	-270 	
-4819.66 	-0.597302 	-270.01 	
-4808.39 	-0.596946 	-270.01 	
-4789.91 	-0.596597 	-270.01 	
-4772.03 	-0.596248 	-270.01 	
-4762.6 	-0.595962 	-270.01 	
-4744.12 	-0.595679 	-270.01 	
-4726.56 	-0.595298 	-270 	
-4718.25 	-0.595014 	-270.01 	
-4699.31 	-0.594668 	-270.01 	
-4687.28 	-0.594404 	-270.01 	
-4674.04 	-0.594097 	-270.01 	
-4656.16 	-0.593738 	-270.01 	
-4635.59 	-0.593361 	-270.01 	
-4621.13 	-0.592999 	-270.01 	
-4614.71 	-0.592951 	-270 	
-4606.62 	-0.592529 	-270.01 	
-4583.58 	-0.592122 	-270 	
-4562.45 	-0.591747 	-270.01 	
-4547.93 	-0.591396 	-270.01 	
-4536.76 	-0.590935 	-270 	
-4520.22 	-0.590652 	-270 	
-4499.84 	-0.590311 	-270.01 	
-4490.94 	-0.58997 	-270.01 	
-4478.96 	-0.589637 	-270.01 	
-4459.26 	-0.589316 	-270.01 	
-4443.09 	-0.589036 	-270.01 	
-4430.7 	-0.588598 	-270.01 	
-4415.7 	-0.588173 	-270.01 	
-4398.57 	-0.587987 	-270.01 	
-4382.08 	-0.587585 	-270 	
-4369.96 	-0.587074 	-270.01 	
-4357.71 	-0.586757 	-270.01 	
-4337.82 	-0.586427 	-270.01 	
-4320.8 	-0.586006 	-270.01 	
-4312.4 	-0.585588 	-270.01 	
-4295.75 	-0.585313 	-270.01 	
-4278.57 	-0.584951 	-270.01 	
-4265.5 	-0.584535 	-270 	
-4253.08 	-0.584255 	-270 	
-4232.09 	-0.583863 	-270 	
-4217.36 	-0.583539 	-270.01 	
-4207.8 	-0.583192 	-270.01 	
-4188.67 	-0.582803 	-270.01 	
-4170.84 	-0.582337 	-270.01 	
-4156.7 	-0.581939 	-270.01 	
-4146.69 	-0.581639 	-270.01 	
-4127.22 	-0.581261 	-270.01 	
-4118.09 	-0.580839 	-270.01 	
-4101.73 	-0.580338 	-270.01 	
-4085.03 	-0.579942 	-270.01 	
-4069.64 	-0.579709 	-270.01 	
-4050.69 	-0.579237 	-270.01 	
-4041.97 	-0.578856 	-270.01 	
-4027.73 	-0.578531 	-270 	
-4013.32 	-0.578106 	-270 	
-3997.77 	-0.57763 	-270.01 	
-3981.95 	-0.577305 	-270.01 	
-3964.48 	-0.576751 	-270.01 	
-3950.72 	-0.576458 	-270.01 	
-3939.29 	-0.576075 	-270.01 	
-3920.65 	-0.575552 	-270 	
-3901.09 	-0.575039 	-270 	
-3889.73 	-0.574688 	-270.01 	
-3876.5 	-0.574233 	-270.01 	
-3862.07 	-0.573795 	-270.01 	
-3842.33 	-0.573534 	-270 	
-3830.62 	-0.573076 	-270.01 	
-3813.35 	-0.572485 	-270.01 	
-3800.1 	-0.572088 	-270 	
-3783.73 	-0.571623 	-270.01 	
-3770.95 	-0.571264 	-270.01 	
-3763.66 	-0.571019 	-270 	
-3748.52 	-0.570608 	-270 	
-3726.64 	-0.569882 	-270.01 	
-3710.34 	-0.569566 	-270.01 	
-3696.53 	-0.568972 	-270.01 	
-3683.18 	-0.568477 	-270.01 	
-3663.45 	-0.568006 	-270.01 	
-3646.65 	-0.567641 	-270.01 	
-3637.42 	-0.567133 	-270.01 	
-3620.13 	-0.56667 	-270.01 	
-3608.23 	-0.566203 	-270.01 	
-3590.57 	-0.565711 	-270 	
-3571.63 	-0.56533 	-270 	
-3560.42 	-0.564801 	-270.01 	
-3546.56 	-0.564424 	-270.01 	
-3525.39 	-0.563862 	-270.01 	
-3516.35 	-0.563321 	-270.01 	
-3501.65 	-0.562883 	-270.01 	
-3483.51 	-0.562423 	-270.01 	
-3468.98 	-0.561918 	-270.01 	
-3459.53 	-0.561385 	-270.01 	
-3437.35 	-0.560963 	-270.01 	
-3426.1 	-0.560448 	-270 	
-3411.7 	-0.559942 	-270.01 	
-3390.54 	-0.559327 	-270.01 	
-3379.93 	-0.558871 	-270.01 	
-3364.68 	-0.558365 	-270.01 	
-3348.39 	-0.557866 	-270.01 	
-3334.9 	-0.557367 	-270.01 	
-3316.81 	-0.55675 	-270.01 	
-3302.56 	-0.556335 	-270.01 	
-3286.83 	-0.555806 	-270.01 	
-3277.14 	-0.55523 	-270.01 	
-3259.87 	-0.554708 	-270 	
-3248.16 	-0.554147 	-270.01 	
-3229.2 	-0.553613 	-270.01 	
-3210.32 	-0.553059 	-270.01 	
-3197.82 	-0.552501 	-270.01 	
-3185.59 	-0.552055 	-270.01 	
-3169.45 	-0.551465 	-270.01 	
-3158.22 	-0.550948 	-270.01 	
-3135.19 	-0.550205 	-270 	
-3126.72 	-0.549756 	-270.01 	
-3108.9 	-0.549184 	-270 	
-3092.41 	-0.548599 	-270.01 	
-3082.33 	-0.548008 	-270.01 	
-3061.22 	-0.547282 	-270.01 	
-3048.32 	-0.546839 	-270.01 	
-3034.07 	-0.546278 	-270.01 	
-3018.89 	-0.545657 	-270.01 	
-3003.08 	-0.544918 	-270.01 	
-2992.46 	-0.54444 	-270.01 	
-2978.15 	-0.543887 	-270.01 	
-2961.15 	-0.54352 	-270.01 	
-2955.1 	-0.542912 	-270.01 	
-2935.51 	-0.542359 	-270.01 	
-2917.32 	-0.541345 	-270.01 	
-2900.93 	-0.540686 	-270.01 	
-2883.67 	-0.540117 	-270.01 	
-2866.28 	-0.539383 	-270.01 	
-2853.21 	-0.538684 	-270.01 	
-2839.56 	-0.538084 	-270.01 	
-2826.66 	-0.537533 	-270.01 	
-2808.07 	-0.536832 	-270.01 	
-2794.75 	-0.536316 	-270.01 	
-2779.75 	-0.535664 	-270 	
-2768.14 	-0.534902 	-270.01 	
-2749.55 	-0.534337 	-270 	
-2737.09 	-0.533703 	-270.01 	
-2719.36 	-0.532876 	-270.01 	
-2703.58 	-0.532155 	-270.01 	
-2689.39 	-0.531457 	-270.01 	
-2675.97 	-0.530793 	-270.01 	
-2658.78 	-0.53012 	-270.01 	
-2643.65 	-0.529317 	-270.01 	
-2624.8 	-0.528445 	-270 	
-2616.1 	-0.527835 	-270 	
-2600.54 	-0.527246 	-270.01 	
-2581.59 	-0.526451 	-270.01 	
-2572.13 	-0.525703 	-270.01 	
-2554.72 	-0.525038 	-270.01 	
-2540.95 	-0.524321 	-270.01 	
-2525.08 	-0.523651 	-270.01 	
-2510.63 	-0.522876 	-270.01 	
-2494.57 	-0.522072 	-270.01 	
-2480.59 	-0.521246 	-270.01 	
-2462.82 	-0.520421 	-270.01 	
-2452.6 	-0.519626 	-270.01 	
-2435.75 	-0.518831 	-270.01 	
-2419.14 	-0.518034 	-270 	
-2405.31 	-0.517329 	-270.01 	
-2388.91 	-0.516611 	-270.01 	
-2376.1 	-0.51566 	-270.01 	
-2359.17 	-0.514771 	-270.01 	
-2345.02 	-0.513997 	-270 	
-2330.82 	-0.513263 	-270.01 	
-2314.4 	-0.512365 	-270.01 	
-2299.74 	-0.511496 	-270.01 	
-2282.78 	-0.510639 	-270 	
-2271.34 	-0.509815 	-270.01 	
-2254.2 	-0.508932 	-270.01 	
-2239.99 	-0.508084 	-270.01 	
-2223.05 	-0.507251 	-270.01 	
-2208.4 	-0.506333 	-270.01 	
-2194.26 	-0.505459 	-270.01 	
-2178.27 	-0.504552 	-270.01 	
-2165.1 	-0.503585 	-270 	
-2157.28 	-0.502918 	-270.01 	
-2140.72 	-0.502224 	-270.01 	
-2127.2 	-0.501184 	-270.01 	
-2105.17 	-0.499755 	-270.01 	
-2091.01 	-0.498898 	-270.01 	
-2073.74 	-0.498036 	-270.01 	
-2060.45 	-0.496902 	-270.01 	
-2044.21 	-0.496095 	-270.01 	
-2030.86 	-0.494956 	-270.01 	
-2015.34 	-0.494157 	-270.01 	
-1999.39 	-0.492932 	-270.01 	
-1984.42 	-0.491796 	-270.01 	
-1972.65 	-0.490975 	-270.01 	
-1951.91 	-0.489865 	-270 	
-1942.29 	-0.488846 	-270 	
-1925.58 	-0.48787 	-270.01 	
-1908.66 	-0.486804 	-270.01 	
-1895.79 	-0.485702 	-270 	
-1880.81 	-0.484528 	-270 	
-1865.63 	-0.483476 	-270 	
-1849.58 	-0.482394 	-270.01 	
-1836.34 	-0.481313 	-270.01 	
-1819.5 	-0.480118 	-270.01 	
-1804.8 	-0.478954 	-270.01 	
-1789.51 	-0.477828 	-270.01 	
-1775.66 	-0.476597 	-270.01 	
-1759.05 	-0.475416 	-270.01 	
-1747.24 	-0.474242 	-270.01 	
-1729.14 	-0.472833 	-270.01 	
-1711.48 	-0.471771 	-270.01 	
-1699.8 	-0.470475 	-270.01 	
-1688.19 	-0.469558 	-270.01 	
-1666.99 	-0.468276 	-270.01 	
-1655.66 	-0.467081 	-270.01 	
-1641.06 	-0.465691 	-270.01 	
-1623.21 	-0.464345 	-270.01 	
-1609.42 	-0.463155 	-270 	
-1593.09 	-0.461779 	-270.01 	
-1582.62 	-0.460499 	-270.01 	
-1563.55 	-0.459115 	-270.01 	
-1548.74 	-0.457597 	-270 	
-1538.65 	-0.456362 	-270 	
-1517.15 	-0.454953 	-270.01 	
-1504.84 	-0.4533 	-270.01 	
-1487.73 	-0.45211 	-270.01 	
-1476.51 	-0.450661 	-270.01 	
-1461.29 	-0.449353 	-270.01 	
-1439.85 	-0.447509 	-270 	
-1430.26 	-0.446123 	-270 	
-1416.74 	-0.4448 	-270.01 	
-1400.3 	-0.443259 	-270.01 	
-1383.18 	-0.441726 	-270.01 	
-1371.77 	-0.44006 	-270.01 	
-1355.87 	-0.438686 	-270.01 	
-1337.45 	-0.436917 	-270 	
-1325.98 	-0.435233 	-270.01 	
-1310.46 	-0.433627 	-270.01 	
-1303.28 	-0.43277 	-270.01 	
-1287.54 	-0.431045 	-270.01 	
-1266.76 	-0.428755 	-270.01 	
-1247.83 	-0.42687 	-270.01 	
-1237.08 	-0.425006 	-270.01 	
-1217.86 	-0.423216 	-270.01 	
-1207.42 	-0.421481 	-270.01 	
-1190.55 	-0.419674 	-270.01 	
-1171.59 	-0.417513 	-270 	
-1161.14 	-0.415953 	-270.01 	
-1145.8 	-0.414322 	-270.01 	
-1126.6 	-0.411943 	-270.01 	
-1116.34 	-0.410076 	-270 	
-1100.61 	-0.408295 	-270.01 	
-1081.54 	-0.40593 	-270.01 	
-1073.23 	-0.404079 	-270.01 	
-1052.98 	-0.402163 	-270.01 	
-1039.68 	-0.399896 	-270.01 	
-1025.64 	-0.398041 	-270.01 	
-1010.25 	-0.395684 	-270 	
-995.906 	-0.393291 	-270.01 	
-976.44 	-0.391004 	-270.01 	
-964.833 	-0.389008 	-270.01 	
-949.631 	-0.386925 	-270.01 	
-937.561 	-0.384793 	-270.01 	
-920.786 	-0.382123 	-270 	
-901.9 	-0.379204 	-270 	
-889.39 	-0.376711 	-270.01 	
-875.414 	-0.374632 	-270.01 	
-860.833 	-0.372195 	-270 	
-844.534 	-0.369343 	-270 	
-829.62 	-0.366758 	-270.01 	
-815.681 	-0.364062 	-270.01 	
-799.099 	-0.361331 	-270.01 	
-782.985 	-0.358595 	-270.01 	
-770.453 	-0.355956 	-270.01 	
-754.887 	-0.353472 	-270.01 	
-740.988 	-0.350691 	-270.01 	
-723.625 	-0.347649 	-270.01 	
-709.663 	-0.344581 	-270.01 	
-695.445 	-0.341853 	-270.01 	
-680.953 	-0.338627 	-270.01 	
-664.844 	-0.335404 	-270.01 	
-652.257 	-0.332124 	-270.01 	
-632.238 	-0.328252 	-270 	
-619.346 	-0.325113 	-270.01 	
-606.269 	-0.322047 	-270 	
-588.542 	-0.318421 	-270.01 	
-576.405 	-0.314927 	-270.01 	
-560.534 	-0.311432 	-270.01 	
-542.802 	-0.307343 	-270.01 	
-530.754 	-0.303863 	-270.01 	
-516.919 	-0.299965 	-270.01 	
-498.638 	-0.296076 	-270.01 	
-491.464 	-0.29365 	-270.01 	
-477.306 	-0.289424 	-270.01 	
-457.276 	-0.284502 	-270.01 	
-440.466 	-0.280167 	-270.01 	
-424.738 	-0.276248 	-270.01 	
-410.903 	-0.271569 	-270.01 	
-393.49 	-0.266625 	-270.01 	
-379.407 	-0.261701 	-270.01 	
-366.377 	-0.258009 	-270.01 	
-351.35 	-0.253136 	-270.01 	
-335.569 	-0.247486 	-270.01 	
-317.441 	-0.242172 	-270.01 	
-305.305 	-0.236973 	-270.01 	
-289.051 	-0.23213 	-270.01 	
-275.306 	-0.227244 	-270.01 	
-261.956 	-0.222223 	-270.01 	
-242.489 	-0.216398 	-270.01 	
-230.065 	-0.210284 	-270.01 	
-215.637 	-0.204924 	-270.01 	
-199.532 	-0.199141 	-270.01 	
-185.157 	-0.192914 	-270.01 	
-170.409 	-0.187022 	-270.01 	
-155.451 	-0.181096 	-270.01 	
-139.246 	-0.175028 	-270.01 	
-121.896 	-0.16706 	-270 	
-113.801 	-0.162205 	-270.01 	
-93.8438 	-0.155587 	-270.01 	
-79.6131 	-0.148859 	-270.01 	
-64.7261 	-0.141562 	-270.01 	
-47.6726 	-0.134476 	-270.01 	
-37.8962 	-0.129411 	-270.01 	
-20.6584 	-0.122715 	-270 	
-3.84792 	-0.115751 	-270.01 	
 9.05854 	-0.108725 	-270.01 	
 27.1622 	-0.101538 	-270 	
 39.113 	-0.0957783 	-270 	
 56.1791 	-0.0899482 	-270.01 	
 67.6359 	-0.083726 	-270.01 	
 86.9027 	-0.0775175 	-270.01 	
 100.147 	-0.0705963 	-270.01 	
 114.891 	-0.0655244 	-270.01 	
 130.029 	-0.0596483 	-270.01 	
 146.367 	-0.053829 	-270.01 	
 157.896 	-0.0485076 	-270 	
 176.042 	-0.0425099 	-270.01 	
 190.654 	-0.0367565 	-270.01 	
 204.585 	-0.0311811 	-270.01 	
 222.276 	-0.0263001 	-270.01 	
 233.813 	-0.0211707 	-270.01 	
 250.814 	-0.0160538 	-270 	
 264.6 	-0.0106574 	-270.01 	
 280.548 	-0.00622532 	-270.01 	
 293.343 	-0.00125508 	-270.01 	
 311.121 	 0.0038112 	-270.01 	
 324.237 	 0.00862346 	-270.01 	
 337.987 	 0.0117451 	-270.01 	
 349.369 	 0.0161908 	-270.01 	
 361.846 	 0.0201034 	-270.01 	
 386.63 	 0.0272906 	-270.01 	
 398.956 	 0.0313768 	-270.01 	
 415.362 	 0.0361621 	-270.01 	
 429.899 	 0.0407334 	-270.01 	
 446.334 	 0.0452104 	-270.01 	
 458.269 	 0.0491341 	-270.01 	
 475.879 	 0.0531442 	-270.01 	
 491.259 	 0.058246 	-270.01 	
 504.128 	 0.062151 	-270.01 	
 521.327 	 0.0662719 	-270.01 	
 534.691 	 0.0706256 	-270.01 	
 549.913 	 0.0746613 	-270.01 	
 564.491 	 0.0787686 	-270.01 	
 579.982 	 0.0827909 	-270.01 	
 596.566 	 0.0872818 	-270.01 	
 610.034 	 0.0917181 	-270.01 	
 623.811 	 0.0948741 	-270.01 	
 640.064 	 0.0994039 	-270.01 	
 655.102 	 0.103233 	-270.01 	
 670.007 	 0.106979 	-270 	
 685.861 	 0.111472 	-270.01 	
 701.294 	 0.115341 	-270.01 	
 714.049 	 0.119306 	-270.01 	
 730.669 	 0.122734 	-270 	
 744.242 	 0.127122 	-270.01 	
 761.5 	 0.131076 	-270.01 	
 774.019 	 0.134953 	-270.01 	
 792.602 	 0.139076 	-270 	
 803.027 	 0.142363 	-270 	
 820.959 	 0.146199 	-270 	
 834.213 	 0.150085 	-270.01 	
 850.799 	 0.154624 	-270.01 	
 865.516 	 0.158114 	-270.01 	
 878.864 	 0.161828 	-270.01 	
 896.47 	 0.165498 	-270.01 	
 909.097 	 0.169369 	-270.01 	
 926.06 	 0.173521 	-270 	
 938.074 	 0.177021 	-270.01 	
 956.17 	 0.180791 	-270.01 	
 969.859 	 0.184623 	-270.01 	
 985.291 	 0.188305 	-270.01 	
 1000.58 	 0.192242 	-270.01 	
 1014.69 	 0.195902 	-270 	
 1030.17 	 0.199591 	-270 	
 1046.45 	 0.20373 	-270.01 	
 1059.53 	 0.207084 	-270 	
 1076.34 	 0.211275 	-270.01 	
 1090.53 	 0.214486 	-270.01 	
 1104 	 0.218386 	-270 	
 1120.34 	 0.222199 	-270.01 	
 1135.67 	 0.225866 	-270.01 	
 1149.88 	 0.229382 	-270.01 	
 1164.56 	 0.232897 	-270.01 	
 1175.28 	 0.235754 	-270.01 	
 1188.47 	 0.238629 	-270.01 	
 1200.8 	 0.242129 	-270.01 	
 1224.14 	 0.247531 	-270.01 	
 1241.1 	 0.251303 	-270.01 	
 1255.51 	 0.254607 	-270.01 	
 1270.35 	 0.258256 	-270.01 	
 1286.18 	 0.261849 	-270.01 	
 1299.2 	 0.265226 	-270.01 	
 1314.24 	 0.26855 	-270.01 	
 1329.21 	 0.272257 	-270.01 	
 1346.28 	 0.275768 	-270.01 	
 1359.18 	 0.278955 	-270.01 	
 1375.14 	 0.282387 	-270.01 	
 1389.51 	 0.285808 	-270.01 	
 1405.07 	 0.28929 	-270 	
 1420.98 	 0.292854 	-270 	
 1434.25 	 0.2958 	-270 	
 1451.9 	 0.299505 	-270.01 	
 1463.84 	 0.302643 	-270.01 	
 1479.15 	 0.305729 	-270.01 	
 1496.99 	 0.308952 	-270.01 	
 1509.8 	 0.31236 	-270.01 	
 1524.29 	 0.315265 	-270.01 	
 1540.95 	 0.318518 	-270.01 	
 1556.67 	 0.32182 	-270 	
 1568.62 	 0.324965 	-270.01 	
 1585.25 	 0.328196 	-270.01 	
 1599.81 	 0.331189 	-270 	
 1613.77 	 0.33411 	-270 	
 1629.92 	 0.337259 	-270 	
 1644.75 	 0.340298 	-270 	
 1661.24 	 0.343155 	-270.01 	
 1676.56 	 0.3462 	-270.01 	
 1690.18 	 0.349069 	-270.01 	
 1705.37 	 0.351912 	-270 	
 1718.75 	 0.35466 	-270.01 	
 1735.5 	 0.357688 	-270.01 	
 1752.04 	 0.360706 	-270.01 	
 1764.47 	 0.363433 	-270.01 	
 1779.34 	 0.366266 	-270.01 	
 1794.9 	 0.368989 	-270.01 	
 1810.85 	 0.371722 	-270.01 	
 1824.04 	 0.374465 	-270.01 	
 1840.66 	 0.376894 	-270.01 	
 1855.11 	 0.379577 	-270.01 	
 1870.13 	 0.382187 	-270.01 	
 1885.03 	 0.38495 	-270.01 	
 1901.32 	 0.387691 	-270 	
 1914.14 	 0.389915 	-270 	
 1931.8 	 0.392579 	-270.01 	
 1944.24 	 0.39485 	-270.01 	
 1959.87 	 0.397554 	-270.01 	
 1974.06 	 0.400047 	-270.01 	
 1988.82 	 0.402305 	-270.01 	
 1998.05 	 0.403637 	-270.01 	
 2013.28 	 0.406048 	-270.01 	
 2031.71 	 0.408837 	-270.01 	
 2049.9 	 0.411812 	-270.01 	
 2065.87 	 0.414192 	-270.01 	
 2078.8 	 0.416516 	-270.01 	
 2093.17 	 0.418601 	-270.01 	
 2109.07 	 0.420871 	-270 	
 2124.63 	 0.423133 	-270 	
 2139.59 	 0.425422 	-270.01 	
 2155.5 	 0.42747 	-270.01 	
 2170.78 	 0.429454 	-270.01 	
 2185.31 	 0.431779 	-270.01 	
 2198.95 	 0.433794 	-270.01 	
 2215.11 	 0.43581 	-270.01 	
 2229.56 	 0.437874 	-270.01 	
 2244.71 	 0.439857 	-270 	
 2258.37 	 0.441891 	-270.01 	
 2275.18 	 0.443767 	-270.01 	
 2290.62 	 0.445774 	-270.01 	
 2305.8 	 0.447765 	-270.01 	
 2321.05 	 0.449657 	-270.01 	
 2335.56 	 0.451599 	-270.01 	
 2349.36 	 0.453219 	-270.01 	
 2366.11 	 0.455274 	-270 	
 2379.29 	 0.457165 	-270.01 	
 2394.86 	 0.458709 	-270.01 	
 2410.61 	 0.460692 	-270.01 	
 2424.14 	 0.462288 	-270.01 	
 2441.92 	 0.464092 	-270 	
 2454.01 	 0.465842 	-270 	
 2470.05 	 0.467585 	-270.01 	
 2485.56 	 0.469255 	-270 	
 2499.14 	 0.470766 	-270 	
 2514.46 	 0.472405 	-270.01 	
 2530.11 	 0.474189 	-270.01 	
 2545.66 	 0.475729 	-270.01 	
 2560.68 	 0.477391 	-270.01 	
 2575.78 	 0.478948 	-270.01 	
 2589.3 	 0.480236 	-270.01 	
 2605.09 	 0.481782 	-270.01 	
 2621.24 	 0.483387 	-270.01 	
 2634.62 	 0.484971 	-270.01 	
 2650.11 	 0.486365 	-270.01 	
 2664.83 	 0.487801 	-270 	
 2679.39 	 0.489217 	-270.01 	
 2694.77 	 0.490669 	-270.01 	
 2709.71 	 0.492087 	-270.01 	
 2726.18 	 0.493531 	-270.01 	
 2740.19 	 0.494912 	-270.01 	
 2755.95 	 0.496255 	-270.01 	
 2769.34 	 0.497631 	-270.01 	
 2784.98 	 0.498926 	-270.01 	
 2798.3 	 0.499792 	-270.01 	
 2807.25 	 0.500863 	-270.01 	
 2822.12 	 0.502063 	-270.01 	
 2845.26 	 0.504059 	-270.01 	
 2860.27 	 0.505207 	-270.01 	
 2874.93 	 0.506543 	-270.01 	
 2889.94 	 0.507741 	-270.01 	
 2904.69 	 0.508827 	-270.01 	
 2920.46 	 0.51004 	-270.01 	
 2934.86 	 0.511281 	-270.01 	
 2950.03 	 0.5125 	-270.01 	
 2964.72 	 0.513479 	-270.01 	
 2980.12 	 0.514619 	-270.01 	
 2995.16 	 0.515882 	-270.01 	
 3010.17 	 0.516937 	-270.01 	
 3024.74 	 0.518002 	-270 	
 3039.83 	 0.519064 	-270 	
 3054.62 	 0.520197 	-270.01 	
 3069.74 	 0.521225 	-270.01 	
 3086.36 	 0.52221 	-270.01 	
 3099.6 	 0.523326 	-270.01 	
 3114.98 	 0.524378 	-270.01 	
 3130.56 	 0.525369 	-270.01 	
